date, pm25
2015/8/20,77
2015/8/21,117
2015/8/22,133
2015/8/23,126
2015/8/24,117
2015/8/25,152
2015/8/26,134
2015/8/27,141
2015/8/28,164
2015/8/31,139
2015/9/1,158
2015/9/2,180
2015/9/3,176
2015/9/4,156
2015/9/5,156
2015/9/7,109
2015/9/8,143
2015/9/9,134
2015/9/10,109
2015/9/11,133
2015/9/14,182
2015/9/15,167
2015/9/16,167
2015/9/17,184
2015/9/18,109
2015/9/19,158
2015/9/20,76
2015/9/21,114
2015/9/22,91
2015/9/23,89
2015/9/24,141
2015/9/25,141
2015/9/26,158
2015/9/28,151
2015/9/29,132
2015/9/30,118
2015/4/1,174
2015/4/2,143
2015/4/3,111
2015/4/4,117
2015/4/5,149
2015/4/6,174
2015/4/7,125
2015/4/8,161
2015/4/9,139
2015/4/10,178
2015/4/11,180
2015/4/12,109
2015/4/13,133
2015/4/14,141
2015/4/15,142
2015/4/16,137
2015/4/17,139
2015/4/18,259
2015/4/19,222
2015/4/20,193
2015/4/21,179
2015/4/22,174
2015/4/23,205
2015/4/24,198
2015/4/25,175
2015/4/26,131
2015/4/27,148
2015/4/28,148
2015/4/29,140
2015/4/30,147
2015/5/1,138
2015/5/2,144
2015/5/3,206
2015/5/4,184
2015/5/5,201
2015/5/6,213
2015/5/7,178
2015/5/8,179
2015/5/9,176
2015/5/10,178
2015/5/11,196
2015/5/12,194
2015/5/13,160
2015/5/14,165
2015/5/15,181
2015/5/16,168
2015/5/17,169
2015/5/18,157
2015/5/19,162
2015/5/20,156
2015/5/21,163
2015/5/22,143
2015/5/23,149
2015/5/24,160
2015/5/25,178
2015/5/26,182
2015/5/27,160
2015/5/28,277
2015/5/29,172
2015/5/30,178
2015/5/31,186
2015/6/1,131
2015/6/2,89
2015/6/3,173
2015/6/4,165
2015/6/5,224
2015/6/6,174
2015/6/7,199
2015/6/8,132
2015/6/10,149
2015/6/11,204
2015/6/12,171
2015/6/13,147
2015/6/14,147
2015/6/15,170
2015/6/16,169
2015/6/17,189
2015/6/18,170
2015/6/19,182
2015/6/20,155
2015/6/21,82
2015/6/22,111
2015/6/23,153
2015/6/24,232
2015/6/25,132
2015/6/26,143
2015/6/27,154
2015/6/28,159
2015/6/29,117
2015/6/30,150
2015/1/1,432
2015/1/2,227
2015/1/3,177
2015/1/4,194
2015/1/5,184
2015/1/6,224
2015/1/7,297
2015/1/8,254
2015/1/9,328
2015/1/10,267
2015/1/11,339
2015/1/12,325
2015/1/13,308
2015/1/14,263
2015/1/15,266
2015/1/16,247
2015/1/17,310
2015/1/18,316
2015/1/19,268
2015/1/20,246
2015/1/21,247
2015/1/22,212
2015/1/23,176
2015/1/24,174
2015/1/25,195
2015/1/26,190
2015/1/27,194
2015/1/28,195
2015/1/29,232
2015/1/30,207
2015/1/31,228
2015/2/1,280
2015/2/2,223
2015/2/3,196
2015/2/4,176
2015/2/5,194
2015/2/6,224
2015/2/7,290
2015/2/8,224
2015/2/9,193
2015/2/11,220
2015/2/12,239
2015/2/13,269
2015/2/14,305
2015/2/15,567
2015/2/16,217
2015/2/17,232
2015/2/18,274
2015/2/19,238
2015/2/20,204
2015/2/21,183
2015/2/22,134
2015/2/23,253
2015/2/24,259
2015/2/25,198
2015/2/26,181
2015/2/27,163
2015/2/28,187
2015/3/2,108
2015/3/3,155
2015/3/4,175
2015/3/5,221
2015/3/6,215
2015/3/7,129
2015/3/8,116
2015/3/9,142
2015/3/10,157
2015/3/11,172
2015/3/12,174
2015/3/13,203
2015/3/14,131
2015/3/15,63
2015/3/16,92
2015/3/17,140
2015/3/18,133
2015/3/19,155
2015/3/20,167
2015/3/21,173
2015/3/22,168
2015/3/23,180
2015/3/24,171
2015/3/25,214
2015/3/26,207
2015/3/27,143
2015/3/28,202
2015/3/30,96
2015/3/31,127
2014/10/1,126
2014/10/2,155
2014/10/6,206
2014/10/7,187
2014/10/8,194
2014/10/9,276
2014/10/10,447
2014/10/11,321
2014/10/13,161
2014/10/14,93
2014/10/15,161
2014/10/16,176
2014/10/17,211
2014/10/18,232
2014/10/19,278
2014/10/20,254
2014/10/21,262
2014/10/22,334
2014/10/23,383
2014/10/24,438
2014/10/27,314
2014/10/28,282
2014/10/29,323
2014/10/30,324
2014/10/31,306
2014/11/1,419
2014/11/2,331
2014/11/3,270
2014/11/4,285
2014/11/5,294
2014/11/6,282
2014/11/7,308
2014/11/8,282
2014/11/9,345
2014/11/10,284
2014/11/11,294
2014/11/12,367
2014/11/13,336
2014/11/14,261
2014/11/15,244
2014/11/16,233
2014/11/17,289
2014/11/18,314
2014/11/19,367
2014/11/20,283
2014/11/21,318
2014/11/22,290
2014/11/23,287
2014/11/24,242
2014/11/25,225
2014/11/26,241
2014/11/27,310
2014/11/28,318
2014/11/29,351
2014/11/30,273
2014/12/1,179
2014/12/2,189
2014/12/3,223
2014/12/4,220
2014/12/5,236
2014/12/6,224
2014/12/7,198
2014/12/8,209
2014/12/9,320
2014/12/10,277
2014/12/11,241
2014/12/12,324
2014/12/13,293
2014/12/14,143
2014/12/15,151
2014/12/16,195
2014/12/17,206
2014/12/18,240
2014/12/19,413
2014/12/20,245
2014/12/21,332
2014/12/22,376
2014/12/23,375
2014/12/24,432
2014/12/25,272
2014/12/26,261
2014/12/27,321
2014/12/28,490
2014/7/1,189
2014/7/2,152
2014/7/3,158
2014/7/4,168
2014/7/5,189
2014/7/6,173
2014/7/7,180
2014/7/8,195
2014/7/9,234
2014/7/10,371
2014/7/11,175
2014/7/12,172
2014/7/13,167
2014/7/14,157
2014/7/15,158
2014/7/16,121
2014/7/17,103
2014/7/18,80
2014/7/19,112
2014/7/20,207
2014/7/21,129
2014/7/22,144
2014/7/23,114
2014/7/24,122
2014/7/25,185
2014/7/28,135
2014/7/29,159
2014/7/30,146
2014/7/31,122
2014/8/1,112
2014/8/4,130
2014/8/5,194
2014/8/6,167
2014/8/8,120
2014/8/9,115
2014/8/10,120
2014/8/11,153
2014/8/12,142
2014/8/13,126
2014/8/14,123
2014/8/15,82
2014/8/16,70
2014/8/19,424
2014/8/20,169
2014/8/21,131
2014/8/22,166
2014/8/25,134
2014/8/26,242
2014/8/27,139
2014/8/28,153
2014/8/29,157
2014/9/1,71
2014/9/2,83
2014/9/3,83
2014/9/4,144
2014/9/5,77
2014/9/6,129
2014/9/7,177
2014/9/8,111
2014/9/9,139
2014/9/10,129
2014/9/11,181
2014/9/12,200
2014/9/14,154
2014/9/15,223
2014/9/16,171
2014/9/17,144
2014/9/18,202
2014/9/19,223
2014/9/20,146
2014/9/22,155
2014/9/23,256
2014/9/24,214
2014/9/25,158
2014/9/26,132
2014/9/29,124
2014/9/30,354
2014/4/1,188
2014/4/2,188
2014/4/3,154
2014/4/4,146
2014/4/5,151
2014/4/6,217
2014/4/7,157
2014/4/8,147
2014/4/9,137
2014/4/10,150
2014/4/11,167
2014/4/12,190
2014/4/13,152
2014/4/14,151
2014/4/15,224
2014/4/16,189
2014/4/17,169
2014/4/18,130
2014/4/19,157
2014/4/21,163
2014/4/22,177
2014/4/23,223
2014/4/24,251
2014/4/25,234
2014/4/26,209
2014/4/27,180
2014/4/28,211
2014/4/29,235
2014/4/30,224
2014/5/1,225
2014/5/2,196
2014/5/3,163
2014/5/4,197
2014/5/5,161
2014/5/6,154
2014/5/7,193
2014/5/8,256
2014/5/9,201
2014/5/10,237
2014/5/11,155
2014/5/12,176
2014/5/13,132
2014/5/14,124
2014/5/15,169
2014/5/16,165
2014/5/17,178
2014/5/18,167
2014/5/19,155
2014/5/20,163
2014/5/21,171
2014/5/22,190
2014/5/23,178
2014/5/24,124
2014/5/25,128
2014/5/26,113
2014/5/27,179
2014/5/28,197
2014/5/29,197
2014/5/30,353
2014/5/31,174
2014/6/1,137
2014/6/2,186
2014/6/3,205
2014/6/4,194
2014/6/5,191
2014/6/6,184
2014/6/9,234
2014/6/10,189
2014/6/11,181
2014/6/12,173
2014/6/13,154
2014/6/14,165
2014/6/16,167
2014/6/17,196
2014/6/18,173
2014/6/23,164
2014/6/24,165
2014/6/30,356
2014/1/1,268
2014/1/2,266
2014/1/3,250
2014/1/4,390
2014/1/5,495
2014/1/6,340
2014/1/7,342
2014/1/8,371
2014/1/9,455
2014/1/10,461
2014/1/11,265
2014/1/12,290
2014/1/13,333
2014/1/14,370
2014/1/15,405
2014/1/16,388
2014/1/17,293
2014/1/20,199
2014/1/21,179
2014/1/22,167
2014/1/23,173
2014/1/24,188
2014/1/25,198
2014/1/26,203
2014/1/27,216
2014/1/28,229
2014/1/29,274
2014/1/30,307
2014/1/31,309
2014/2/1,331
2014/2/2,268
2014/2/3,289
2014/2/4,234
2014/2/5,186
2014/2/6,206
2014/2/7,167
2014/2/8,176
2014/2/9,175
2014/2/10,190
2014/2/11,220
2014/2/12,439
2014/2/13,218
2014/2/14,164
2014/2/15,229
2014/2/16,222
2014/2/17,177
2014/2/18,221
2014/2/19,303
2014/2/20,362
2014/2/21,256
2014/2/22,194
2014/2/23,199
2014/2/24,182
2014/2/25,251
2014/2/26,310
2014/2/27,181
2014/2/28,125
2014/3/1,153
2014/3/2,166
2014/3/3,190
2014/3/4,189
2014/3/5,172
2014/3/6,149
2014/3/7,172
2014/3/8,166
2014/3/9,172
2014/3/10,83
2014/3/11,118
2014/3/12,120
2014/3/13,141
2014/3/14,185
2014/3/15,187
2014/3/16,185
2014/3/17,193
2014/3/18,145
2014/3/19,135
2014/3/20,151
2014/3/21,173
2014/3/22,218
2014/3/23,223
2014/3/24,141
2014/3/25,185
2014/3/26,171
2014/3/27,167
2014/3/28,183
2014/3/29,157
2014/3/30,132
2014/3/31,153
